Date,Username,User tag,Content,Mentions,link
"2025-03-21,09:51:39",bartl88,#0,"Unfortunately I don't have the time left to do this, given that next week will be my last week at my current company, im going to prioritize writing - I rather ensure that our public dataset becomes available 🙂",jenkescheen.#0,
"2025-03-21,10:32:54",proszx_75243,#0,"A feeling that the time seems limited in this challenge often hits me, especially for incorporating more computationally expensive techniques, e.g., free energy calculations and QM/MM treatments. I'm experienced in SAMPL challenges and have employed these expensive treatments previously, but the sample size in SAMPL challenges is much smaller than the current ones (~300). So, in general we cannot finish them all but have to struggle with cheaper/faster alternatives. Although in the current potency subchallenges, we achieve a high score (3rd) with ensemble ML treatments, in general I'm very curious about the possible improvements when incorporating physics-based data into our models.",,
"2025-03-21,12:17:03",azminetoushikwasi,#0,"I feet the score improvement after hyperparameter changes is not that universal. In some metrics, it increased and in some, I saw it decreased.",r_ced#0,
"2025-03-21,14:32:32",r_ced,#0,"I agree that sophisticated techniques (FEP, QM/MM) can be challenging given the time constraints and I'm also curious of the performance boost they could bring. 

I guess the challenge tries to simulate a real-life drug discovery program requiring timely decisions on which compounds would be synthesized and assayed.",proszx_75243#0,
"2025-03-21,14:45:20",gpcr,#0,"there was a team that did abfep, though it didn't work so well for this target",,
"2025-03-21,14:45:56",gpcr,#0,https://github.com/michellab/polaris-poses-challenge-fegrow-a3fe,,
"2025-03-21,14:46:30",gpcr,#0,oh yeah a bit more than that,,
"2025-03-23,09:12:06",proszx_75243,#0,"Oh, it's good to see that someone could finish so many free energy calculations in this blind prediction. They must have distributed a large amount of computational resources on this project.  There could be many pitfalls in affinity calculations based on all-atom modelling, such as the protonation-state determination, the net-charge correction issue (in other words, a type of finite-size artefact that has been discussed extensively in my recent paper with Piero Procacci), the accuracy of binding poses and the accuracy of force fields. I'm not sure whether these are well-studied in the mentioned calculations, but frankly speaking, in most absolute affinity calculations, people cannot really achieve a chemical accuracy performance as stated in many publications. If possible, incorporating existing knowledges and do some type of ML treatment could be the best option.",,
"2025-03-23,09:37:16",r_ced,#0,"Indeed, FEP calculation is more complicated than it seems. That's why we would use it only in lead opt / finetuning phase where the high cost of biological profiling can justify the long compute hours. 

For hit/lead exploration phase, med chemists may not have enough patience to wait for the calculation to finish. 

I agree, this challenge is also a reality check to the  ""chemical accuracy"" claims for ABFE in many publications.",proszx_75243#0,
"2025-03-24,06:24:51",.dannycole,#0,"Hi, yes these were fast A3FE calculations, so just a fraction of the time usually run for full ABFE. Unfortunately the input poses to A3FE were not good, we made some improvements later but weren't able to repeat the free energy runs",gpcr#0,
"2025-03-24,12:36:30",jenkescheen.,#0,"By the way, if anyone is at ACS this week, Ed Griffen (ASAP's lead medicinal chemist) will present on our Mpro work and disclose the preclinical candidate that has resulted from the very projects you've been modeling during this challenge. You can tune in here, it's happening tomorrow noon ET: https://acs.digitellinc.com/live/34/session/552889",,
"2025-03-24,13:35:26",oliversun6788,#0,"Im at ACS! If anyone else also is and want to chat more about the challenge and science in general, I’m all for it! Maybe we can organize a little get together if there are a lot of us",,
"2025-03-25,12:27:15",oliversun6788,#0,,,https://cdn.discordapp.com/attachments/1311539940797972581/1354129517567938722/752ef94eba1fbf0e80d8b1bd47074870.jpg?ex=6809bda3&is=68086c23&hm=3d867d62c5808042a5a5c605e547fa5a75acf8673d75da2ec8dcf4325df52551&
"2025-03-25,19:15:39",vladvin_,#0,"Hey everybody!
Yesterday, I posted about our method of addressing ADMET prediction problem of this competition. For those who didn't find our report before, it's a single Gemini Flash model fine-tuned with cross-entropy to predict regression values (!) on the competition's data + Biogen ADME dataset from Polaris: https://www.linkedin.com/feed/update/urn:li:activity:7310091890127753216/

We only had a chance to submit to the final leaderboard, and yet we got pretty good MDR1-MDCKII and KSOL performance.

I'm curious, what is the plan of writing an all-participants paper for the JCIM track?",,
"2025-03-25,20:42:33",itstreasonthen.,#0,Announcement to come on paper plans to come today.,,
"2025-03-25,20:43:09",itstreasonthen.,#0,Roughly you will all be invited to be authors on a summary paper. + You can submit your own paper to JCIM for a special issue if you like.,,
"2025-03-26,01:51:00",r_ced,#0,"Thanks for sharing <@440449220059725825> , I'm curious about the GPU hours it took to finetune the Gemini LLM.",vladvin_#0,
"2025-03-26,10:45:57",jenkescheen.,#0,"All, you should have received an email from me with further details on the scientific write-up phase of this challenge - let us know here if you have any queries and send me a DM if you didn't receive anything (after checking your spam 😉 )",,
"2025-03-26,10:50:37",.dannycole,#0,"Thanks <@1328384613554585613> , are you happy to include authors who contributed to but didn't actually make the submission (so don't have a polaris user name)? If so, do you want them to fill out the form too?",jenkescheen.#0,
"2025-03-26,10:51:33",jenkescheen.,#0,Great question - yes and yes!,.dannycole#0,
"2025-03-26,12:37:13",bartl88,#0,Great !!- filled in and fwded,,
"2025-03-26,12:37:52",bartl88,#0,When do you anticipate to release the leaderbord test set data? We would like to have it to finalize our first draft of the manuscript,,
"2025-03-26,17:03:51",vladvin_,#0,"Thanks for asking <@329096597357068301> .
I don't know how many GPU hours Google Cloud used to fine-tune the model, but here is how much it costs: Gemini 1.5 Flash fine-tuning (over LoRa) is $8 / 1M tokens. I spent 17M tokens for the production run, this is $136 to get the model that predicts all five properties for the in-context few-shot learning scenario. Somewhen on the edge of the competition deadline Google released Gimini 2.0 Flash fine-tuning service to everybody, and it's 2.5x cheaper ($3 / 1M tokens) at the same level of quality (I already tested it on the same benchmark). Now you can fine-tune the same quality model for $51",r_ced#0,
"2025-03-27,10:31:05",jenkescheen.,#0,We're working on this - hopefully this week but otherwise next week!,bartl88#0,
"2025-03-28,01:03:45",ryuseiogino_26529,#0,"I attempted the ligand-pose challenge, but unfortunately, my success rate was around 40%😂. Upon reviewing the poses, I found that the average RMSD was 25Å !! This was because all the poses were aligned to SARS_ref, which likely caused all the MERS poses to fail. I have created a version where the coordinates are corrected by aligning to MERS, and I would like to know how successful it was. Is there any way to find out? (Of course, the results won't change, but I am just curious about how well my strategy performed.)",,
"2025-03-28,02:03:10",r_ced,#0,This should be possible once they release the test set data.,ryuseiogino_26529#0,
"2025-03-28,02:30:04",ryuseiogino_26529,#0,Thank you. That's true. I am looking forward to the release of the test data.,r_ced#0,
"2025-03-28,11:16:58",r_ced,#0,"By the way, to those in Europe, anyone attending the Frontiers in Medicinal Chemistry Conference in Germany next week?",,
"2025-03-28,17:12:47",cwognum,#0,"💾  Hey folks! Unblinded datasets are coming. We're conducting a final review to make sure we didn't make any mistakes in preparing it!

It will probably go live on Monday. Sorry for the delay. I've been travelling for work and that has slowed things down a bit more than I expected.",jenkescheen.#0,
"2025-03-31,03:38:26",itstreasonthen.,#0,"Hi all! Thanks to the wonderful Polaris folks the full dataset including test data is now live. Find it at the links below! 

https://polarishub.io/datasets/asap-discovery/antiviral-ligand-poses-2025-unblinded
https://polarishub.io/datasets/asap-discovery/antiviral-potency-2025-unblinded
https://polarishub.io/datasets/asap-discovery/antiviral-admet-2025-unblinded

 Happy to field any questions as they arise 😄.",,
"2025-03-31,03:38:36",itstreasonthen.,#0,,,
"2025-03-31,06:18:56",proszx_75243,#0,Test data,,
"2025-03-31,07:24:06",itstreasonthen.,#0,"""data from the test / evaluation split"" is probably clearer",,
"2025-03-31,11:26:16",vladimirchupakhin_41526,#0,"By the way, an interesting use case for ADMET - if we calculate fragment descriptors for train set we got 5479 unique fragments, for test set there are expectedly less - 1524, but overlap between those two is 646 fragments only. IMO that is an indication that the test set was selected using leave-clusters-out or similar approach. And of course indication that ML should be trained in a more robust manner.",,
"2025-04-01,22:59:02",cwognum,#0,Anyone has done any interesting analyses now that the data has been unblinded? Share it here! Would love to see it! 👀,,
"2025-04-02,14:34:54",oliversun6788,#0,"Hey <@437941389838516235> , for the declaration of intent, if I have several teammates who contributed to the same final result, can they also fill out the form? If so, should they use my polaris username (I submitted everything) or should they sign up and fill in their own polaris usernames?",cwognum#0,
"2025-04-02,15:22:27",cwognum,#0,"Definitely! They can fill out the same form and use the username associated with the result they contributed to (so yours, I assume!)",oliversun6788#0,
"2025-04-03,13:55:55",.dannycole,#0,"Might be an error on our side, but maybe something up with test pose number 90 (indexing from 1). Looks like it's labelled as SARS but the pose is in the MERS pocket?",,https://cdn.discordapp.com/attachments/1311539940797972581/1357413320545796317/Screenshot_2025-04-03_at_15.45.54.png?ex=6809d26b&is=680880eb&hm=c36a716e706661f33866d59d488a4e1dc2ad57f4fa214999ff3e5fd10a7482ff&
"2025-04-06,11:46:06",r_ced,#0,"For the potency challenge, I compared chemprop (single task vs multitask) against Sklearn_tree (consensus of RF, ExtraTrees, Xgboost, LGBM) and TabPFN. 

In my final submission, I used the median of all these models.  Seems like I should have picked the TabPFN. 😅",cwognum#0,https://cdn.discordapp.com/attachments/1311539940797972581/1358467817950810355/Potency_analysis.png?ex=6809b3fe&is=6808627e&hm=87d1a58672100860ef33761ce406e4c4bf5ffa7cbf47f5b9db35fd2b236def5b&
"2025-04-06,13:31:25",gpcr,#0,i used tabpfn without any optimization using morgen+rdkit descs for my final potency entry,,
"2025-04-06,13:32:19",gpcr,#0,it did a mediocre/decent performamnce,,
"2025-04-06,13:33:17",gpcr,#0,MAE of 0.561,,
"2025-04-06,13:33:29",r_ced,#0,Did you use the posthoc ensembling extension?,,
"2025-04-06,13:33:41",gpcr,#0,"nope, i didnt. interesting to see it gives a bit of extra edge",,
"2025-04-06,13:37:32",r_ced,#0,"Indeed, I was kinda surprised, it gave an MAE of 0.502 which would have been #1 in the leaderboard, with default settings without hyperparameter optimization",,
"2025-04-06,14:21:27",gpcr,#0,"interestingly,tabpfn performed worse on the admet challenge",,
"2025-04-06,15:12:52",r_ced,#0,It needs the posthoc ensembling to work properly,,
"2025-04-07,05:20:42",itstreasonthen.,#0,Very interesting,,
"2025-04-07,05:21:18",itstreasonthen.,#0,"We’ll get to this soon <@1074628500809601125>, sorry for delay few conferences ATM",.dannycole#0,
"2025-04-07,06:25:47",gpcr,#0,"perhaps not surprising, but still interesting to see PLIF analysis (in this case in MOE) shows the template alignment strategy was sensible here. basically every molecule makes the same interaction with His166 (imidazole NH) to isoquinoline and Glu169 (backbone NH) to a carbonyl adjacent to the IQ. shown below is the PLIF barcode for the ~~SARS~~ MERS molecules",cwognum#0,https://cdn.discordapp.com/attachments/1311539940797972581/1358749593508249670/image.png?ex=680a11ab&is=6808c02b&hm=24d6f494f34d43c0efa372693be2b623285d39d6419ab55fc9256c1890a31ead&
"2025-04-07,13:36:30",r_ced,#0,"With such similar interactions, I wonder about the degree of induced fit (which may have caused traditional rigid docking methods to underperform).",gpcr#0,
"2025-04-07,13:47:14",gpcr,#0,"it would be interesting to see. though i wonder if anyone ran traditional docking algorithms beyond vina? in the past ive seen for some targets vina underperforms (concretely, for one famius kinase, glide XP had 50%+ accuracy and vina around 10%)",,
"2025-04-07,13:53:23",r_ced,#0,"Based on the reports, someone used Glide. The baseline used OpenEye and I used FlexX (ranked#8). One thing I did not explore yet is increasing N for nearest neighbor template. I simply used the minimum N(1).",,
"2025-04-07,13:54:31",oliversun6788,#0,"I've been studying this target for quite a while now. For the SARS case, almost all potent ligands have h-bond interaction with the sidechain of H163, h-bond interaction with the backbone of E166, and pi-caption/pi-pi stacking with the sidechain of H41. I used this as a filter for all my docked pose and it seems to be effective, but the problem with docking in this case is more so that the sampling power is not strong enough to extract such poses even given the correct protein structure...",,
"2025-04-07,16:43:58",itstreasonthen.,#0,The baseline uses openeye with 5 closest neighbours then picks best scoring,r_ced#0,
"2025-04-08,12:20:50",cwognum,#0,"I love this! 

One thing that annoys me about ML research in Drug Discovery is grandiose claims of having ""solved"" drug discovery. I would love for us to clearly characterize the problem this competition presented, e.g. by analyzing the distribution shifts between train and test (e.g. k-NN ECFP + Tanimoto distance from test to train). This will help for more nuanced claims: We're not solving all of drug discovery, but have identified some techniques that work well within this specific scope.

Any ideas on how we could do this for these three challenges? 👀",gpcr#0,
"2025-04-08,12:48:30",cwognum,#0,"Some random thoughts: 

- To characterize the chemical space, we could compute the distance from test to train:
  - For potency and ADMET: ECFP + Tanimoto or MCS seems to be a reasonable distance measure.
  - For poses, we can use the Runs 'N Poses metric? https://www.biorxiv.org/content/10.1101/2025.02.03.636309v2.abstract
    - I like the barclode plot <@562621019454701568> did as well, and I think that would serve as a qualitative counter-part to this more quantitive similarity measure. 
- Would love for us to get a medchem perspective in there to provide context on how (dis)similar paired examples are. Maybe identify some chemical series?
- At least for ADMET and Potency, we can also show the difference in the target space distribution.
- A challenge here is what to do with other datasets that people used to (pre-)train methods. Maybe we can try our best to query related datasets from PDB (Plinder?) and ChEMBL. 

I think all of the above serves as a basis for carefully understanding model performance and can really help refine future competitions.",gpcr#0,
"2025-04-08,13:30:04",oliversun6788,#0,"On top of that, for ligand pose challenge, I personally think that it is extremely important to analyze the protein side chain flexibility. Based on my experience working with the target, for the key residue His41 (SARS), you can either have either sandwich or T-shaped pi stacking with the ligand. Also, the free loop area (L167-H172) that is very close to the binding pocket demonstrates some really significant side chain flexibility with different ligand (and during MD simulations).

Another potential thing that is kind of out of the scope of this project is the mutation analysis. I don't exactly know if this is something that the organizer is interested in pursuing but people have seen some potential mutations on Mpros that make ensitrelvir 1000x less potent. If the ultimate end goal is to do drug discovery, maybe some analysis on mutated proteins could be at least something to bring up if an in-depth analysis is not planned.",,
"2025-04-08,13:41:35",cwognum,#0,"Would you have the time to pull an example together of how you would do such an analysis? I would consider doing so myself, but I lack the expertise and experience. You clearly have thought about this a lot!

No worries if not. I appreciate you can't spend too much time on this.",oliversun6788#0,
"2025-04-08,13:45:15",oliversun6788,#0,Happily! But I probably won't have time until two weeks after to do so. Is that too late?,,
"2025-04-08,13:59:22",cwognum,#0,"No, I don't think so. This will all feed into the paper. I forgot the exact timeline <@1328384613554585613> and <@377331431246004225> had in mind for this, but I'm pretty sure it's longer than 2 weeks! 😄",oliversun6788#0、itstreasonthen.#0、jenkescheen.#0,
"2025-04-08,14:00:51",oliversun6788,#0,Oh great! I can try to put something together then. Excited to contribute!!,,
"2025-04-08,14:20:34",r_ced,#0,"In your MD simulations, do you see ""happy waters"" interacting with the ligand?",oliversun6788#0,
"2025-04-08,15:11:25",oliversun6788,#0,haha yea there's definitely at least one occasion of a very stable water bridge between Mpro and ensitrelvir that I see during the simulation,,
"2025-04-08,16:09:34",r_ced,#0,"Cool, I wonder to what extent water networks influence the  ligand pose for this target.",oliversun6788#0,
"2025-04-08,16:15:41",oliversun6788,#0,"More in-depth analysis will be needed. I can only comment on my observations (sorry I'm not an expert on water-induced effects), which is that water does contribute some some hydrogen bonding networks for this target.",,
"2025-04-08,16:20:40",r_ced,#0,"Indeed, displacing ""unhappy waters"" is one common strategy in medchem to improve potency.",,
"2025-04-08,16:32:31",r_ced,#0,"Same! Anyone who claims to have ""solved"" drug discovery doesn't do real drug discovery.",cwognum#0,
"2025-04-08,16:42:04",cwognum,#0,"ℹ️  FYI - For those using the evaluation code we released, there was a mistake: https://github.com/asapdiscovery/asap-polaris-blind-challenge-examples/pull/17

Note that this *_doesn't_* affect the official competition results. It's a mistake that crept in when I polished the code to be released publicly.",,
"2025-04-09,00:32:13",r_ced,#0,"Indeed, I noticed this when I tried to replicate my leaderboard score. After fixing the indices, I got exactly the same results (with bootstrapping) which I used to generate this plot.",cwognum#0,
"2025-04-09,00:32:29",r_ced,#0,,,https://cdn.discordapp.com/attachments/1311539940797972581/1359385459435901128/Potency_analysis_1.png?ex=6809bedd&is=68086d5d&hm=80119af8aa7feb7cd0377b7a07f6dad3ee4dec4168901377de7865c4c9a49011&
"2025-04-09,02:07:44",itstreasonthen.,#0,<@329096597357068301> any thoughts about why chemprop ST outperformed MT here? Some others saw the opposite,r_ced#0,
"2025-04-09,08:18:30",r_ced,#0,It's likely that MT requires hyperparameter optimization to work well (I simply used the default settings in all these models).,itstreasonthen.#0,
"2025-04-09,14:12:31",ernestglukhov2183,#0,"Hi, could you check sample 89 with smiles `O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)[C@]12C[N@@H+](C3CC3)[C@H](C1)C2` for pose prediction?
It is assigned as SARS but we believe that your pose is aligned with Mers, which gives RMSD around 50A for our predictions.",,
"2025-04-09,14:18:00",cwognum,#0,"Hi <@749975689398321202> , you're raising the same issue as the <@1074628500809601125> ☝️ 

I'm not the best one to comment here, but I believe that specific ligand was bound to the B chain of SARS-CoV-2. This should've been excluded from the test set, but unfortunately slipped through. Sorry about that! 

For the results that we include in the JCIM article we're preparing, we will fix this! 

ping <@1328384613554585613> and <@377331431246004225> for further details, if any.",itstreasonthen.#0、ernestglukhov2183#0、jenkescheen.#0、.dannycole#0,
"2025-04-09,15:51:44",itstreasonthen.,#0,We will exclude this one!,,
"2025-04-09,16:02:54",r_ced,#0,<@1329659234157203486>  Do you have an update on this? Curious to see Glide's performance,ryuseiogino_26529#0,
"2025-04-10,15:51:01",cwognum,#0,"Had some spare minutes (literally just minutes), and tinkered a bit to try start characterizing the difference between the train and test set for the potency challenge. Not sure how useful this ends up being, but it's a start! Hope it inspires some ideas.

Three plots:
1. The three train molecules closest to train. 
2. The three test molecules furthest from train.
3. The distance distribution.",,https://cdn.discordapp.com/attachments/1311539940797972581/1359979003280363561/image.png?ex=6809ed65&is=68089be5&hm=5b7f22dc4ab522a6813c3fb9814a8ffcd5cf51b25c3c74e63149d1d17a9a71d9&
"2025-04-10,15:54:14",cwognum,#0,"Given the importance of stereochemistry in binding, it feels wrong to use the Tanimoto distance. For example, there is a lot of test molecules with distance 0 to the train set. However, I am not aware of any robust alternatives for the distance measure. Thoughts?",,
"2025-04-10,16:16:34",gpcr,#0,imo for this purpose you can just calculate your morgan fingerprints with CIP flags,,
"2025-04-10,16:16:46",gpcr,#0,you put something like useChirality=True in your MorganGenerator,,
"2025-04-10,22:36:41",ryuseiogino_26529,#0,"Thank you for your question. (Although I’m still relatively new to Glide training, I hope this information is helpful.)
To get straight to the point, the success rate improved from 40% to 70%, and the mean RMSD dropped from 25Å to 2.0Å.
These improvements were achieved without re-docking; I simply applied the transformation matrix used to superimpose the reference SARS protein onto the MERS protein.
The RMSD distribution is shown below. Many cases narrowly missed the threshold, and when the success criterion is relaxed from 2.0Å to 2.5Å, the success rate increases to 84%.

For more details, please refer to the following link:
https://github.com/ryusei-ogino/antiviral-challenge/blob/main/analysis.md",r_ced#0,https://cdn.discordapp.com/attachments/1311539940797972581/1360081092484534544/432573015-f93211a6-6c22-4a81-9e57-43ce2a958c23.png?ex=6809a3b9&is=68085239&hm=1ce2f26731326dccbe3491796a46463e2c48c18d99c8cfd9a6ffa048070f302d&
"2025-04-10,22:42:57",ryuseiogino_26529,#0,"That said, even with these improvements, the success rate still doesn’t match the top-performing methods — I’m genuinely impressed by how powerful generative AI can be.",,
"2025-04-11,02:12:13",r_ced,#0,"Thanks for sharing <@1329659234157203486>, this partly confirms that cofolding methods did outperform classical docking (Glide, OpenEye, FlexX, Vina)  in this challenge. 

My open question is at what train-test similarity threshold does classical docking start to outperform AI methods. This could serve as a rough rule of thumb in deciding which one to use.",ryuseiogino_26529#0,
"2025-04-15,17:13:28",oliversun6788,#0,Is the raw data for unblinded test set available somewhere?,,
"2025-04-15,17:55:28",gpcr,#0,linked here https://discord.com/channels/1181365054021578842/1311539940797972581/1356170762037497886,,
"2025-04-15,18:19:41",oliversun6788,#0,"Thanks, <@562621019454701568>! I was more referring to the raw PDB files for the ligand pose challenge. All of my codes of analysis requires input in PDB format but I don't see those files in that link. The raw training data was made available before so I just thought maybe they would do the same for the testing as well",gpcr#0,
"2025-04-15,19:28:21",itstreasonthen.,#0,I have been meaning to host the PDB files somewhere,,
"2025-04-15,19:28:35",itstreasonthen.,#0,I will try and get to it ASAP,,
"2025-04-15,19:50:13",oliversun6788,#0,Thank you <@377331431246004225> I appreciate it!,itstreasonthen.#0,
"2025-04-16,00:51:43",r_ced,#0,I also need the raw PDB files for my workflow.,oliversun6788#0,
"2025-04-16,02:29:24",itstreasonthen.,#0,Remind me if I don't get to it in a few days 😉,,
